Sigla,Código,Município,Domicílios - com água encanada - pessoas (2000),Domicílios - com energia elétrica - pessoas (2000),Domicílios - com telefone - pessoas (2000),Domicílios - com carro - pessoas (2000),Domicílios - com computador - pessoas (2000),Domícilios - número (2000),
SP,3503703,Ariranha,99.683,99.936,23.074,46.745,5.724,2221,
SP,3503802,Artur Nogueira,99.467,99.763,36.466,51.053,12.701,9060,
SP,3503901,Arujá,93.394,99.735,31.299,43.639,12.304,15445,
SP,3503950,Aspásia,97.45,99.778,22.666,44.139,2.646,553,
SP,3504008,Assis,98.97,99.861,74.657,53.97,15.477,26858,
SP,3504107,Atibaia,95.379,99.736,53.842,55.452,16.287,31054,
SP,3504206,Auriflama,97.986,99.789,41.483,45.302,4.948,3999,
SP,3504305,Avaí,97.244,99.659,24.769,43.794,3.699,1326,
SP,3504404,Avanhandava,96.723,99.49,25.217,35.87,5.316,2472,
SP,3504503,Avaré,98.163,99.646,58.667,52.116,11.052,23617,
SP,3504602,Bady Bassitt,99.121,99.789,24.554,55.58,10.31,3418,
SP,3504701,Balbinos,99.751,99.451,23.026,40.475,3.926,401,
SP,3504800,Bálsamo,95.698,99.906,28.916,54.007,6.245,2257,
SP,3504909,Bananal,95.912,93.698,30.427,29.954,7.241,2763,
SP,3505005,Barão de Antonina,89.866,97.972,17.77,31.774,3.072,829,
SP,3505104,Barbosa,93.392,99.718,31.186,33.573,3.06,1715,
SP,3505203,Bariri,99.647,99.959,56.97,57.297,11.306,8323,
SP,3505302,Barra Bonita,99.003,99.894,67.155,60.348,14.414,10141,
SP,3505351,Barra do Chapéu,71.255,74.285,4.073,20.224,0.739,1241,
SP,3505401,Barra do Turvo,76.873,71.965,7.025,19.638,1.847,2086,
SP,3505500,Barretos,98.707,99.791,49.608,50.213,12.76,31072,
SP,3505609,Barrinha,97.43,99.995,22.59,34.73,3.661,6496,
SP,3505708,Barueri,97.567,99.914,45.31,41.7,15.237,55745,
SP,3505807,Bastos,97.873,99.949,56.038,45.638,6.592,5623,
SP,3505906,Batatais,99.646,99.863,61.476,59.172,13.7,14992,
SP,3506003,Bauru,98.948,99.693,66.73,58.162,20.291,94242,
SP,3506102,Bebedouro,99.21,99.332,58.578,52.009,11.329,21431,
SP,3506201,Bento de Abreu,98.561,99.76,35.557,39.883,5.866,696,
SP,3506300,Bernardino de Campos,98.946,99.549,55.136,43.248,8.058,3219,
SP,3506359,Bertioga,95.601,98.779,26.09,33.436,8.937,8777,
SP,3506409,Bilac,99.283,99.961,51.444,51.659,9.811,1868,
SP,3506508,Birigui,99.194,99.989,56.75,52.548,11.401,27480,
SP,3506607,Biritiba-Mirim,96.28,98.286,49.769,39.137,7.947,6480,
SP,3506706,Boa Esperança do Sul,98.731,99.661,16.091,42.515,6.374,3490,
SP,3506805,Bocaina,99.63,99.775,30.822,49.891,9.234,2766,
SP,3506904,Bofete,91.503,94.692,26.812,46.76,4.951,2147,
SP,3507001,Boituva,90.131,99.997,35.331,51.816,11.33,9430,
SP,3507100,Bom Jesus dos Perdões,95.929,99.733,18.366,45.765,8.426,3623,
SP,3507159,Bom Sucesso de Itararé,76.585,97.591,10.94,25.754,2.078,773,
SP,3507209,Borá,98.678,99.287,25.311,40.73,3.072,227,
SP,3507308,Boracéia,91.59,99.771,32.956,47.386,4.691,975,
SP,3507407,Borborema,99.3,99.702,22.373,51.426,4.865,3891,
SP,3507456,Borebi,98.058,99.708,17.505,38.347,4.398,518,
SP,3507506,Botucatu,98.572,99.622,64.131,61.09,19.981,31774,
SP,3507605,Bragança Paulista,97.36,99.656,51.465,54.986,15.855,34999,
SP,3507704,Braúna,98.255,99.887,36.429,49.703,5.61,1262,
SP,3507753,Brejo Alegre,87.602,99.062,25.939,36.355,2.394,663,
SP,3507803,Brodowski,99.812,99.9,55.766,56.585,11.25,4811,
SP,3507902,Brotas,99.259,99.909,48.924,54.823,9.671,5481,
SP,3508009,Buri,93.453,97.458,34.339,29.351,6.842,4749,
SP,3508108,Buritama,96.497,99.923,23.301,40.667,6.287,4260,
SP,3508207,Buritizal,99.366,99.773,44.228,43.974,3.683,1107,
SP,3508306,Cabrália Paulista,85.433,99.575,24.707,36.097,4.216,1299,
SP,3508405,Cabreúva,97.475,99.788,24.944,44.402,6.423,8677,
SP,3508504,Caçapava,93.944,99.128,48.361,50.333,14.772,20188,
SP,3508603,Cachoeira Paulista,97.25,99.377,36.693,39.903,10.14,7461,
SP,3508702,Caconde,97.963,98.501,18.869,55.498,6.146,5096,
SP,3508801,Cafelândia,97.196,99.877,24.524,46.613,11.318,4644,
SP,3508900,Caiabu,94.271,97.874,15.45,33.7,3.086,1188,
SP,3509007,Caieiras,98.435,99.754,35.261,44.963,13.479,19103,
SP,3509106,Caiuá,87.551,94.752,15.266,36.908,2.613,1247,
SP,3509205,Cajamar,95.052,99.902,31.357,38.077,8.011,13978,
SP,3509254,Cajati,87.643,95.726,13.929,26.824,4.152,7474,
SP,3509304,Cajobi,99.612,99.949,30.342,38.832,4.598,2600,
SP,3509403,Cajuru,97.455,99.507,54.716,49.191,8.55,5743,
SP,3509452,Campina do Monte Alegre,95.944,99.381,15.459,37.959,3.365,1444,
SP,3509502,Campinas,98.221,99.886,76.224,61.71,28.072,290762,
SP,3509601,Campo Limpo Paulista,98.21,99.498,31.743,49.1,14.311,17094,
SP,3509700,Campos do Jordão,98.235,99.464,41.019,51.337,10.865,12160,
SP,3509809,Campos Novos Paulista,95.495,97.708,24.081,41.539,2.697,1245,
SP,3509908,Cananéia,91.563,93.015,23.958,21.094,7.544,3113,
SP,3509957,Canas,93.107,99.636,14.715,30.45,3.885,887,
SP,3510005,Cândido Mota,98.765,99.663,47.607,48.675,7.553,8528,
SP,3510104,Cândido Rodrigues,99.744,99.801,37.443,53.291,5.038,783,
SP,3510153,Canitar,98.758,99.64,19.401,33.554,3.593,887,
SP,3510203,Capão Bonito,92.004,96.823,11.819,30.617,4.864,12021,
SP,3510302,Capela do Alto,97.871,99.209,13.608,41.097,3.959,3889,
SP,3510401,Capivari,94.926,99.774,32.062,59.453,12.721,11155,
SP,3510500,Caraguatatuba,97.943,99.051,36.256,36.582,9.583,22455,
SP,3510609,Carapicuíba,97.141,99.856,52.854,40.653,11.537,92363,
SP,3510708,Cardoso,97.77,99.478,35.38,40.04,6.386,3670,
SP,3510807,Casa Branca,99.095,99.686,32.449,54.883,14.873,8796,
SP,3510906,Cássia dos Coqueiros,97.672,99.735,40.864,52.543,5.145,830,
SP,3511003,Castilho,92.001,99.061,19.715,31.167,4.32,4346,
SP,3511102,Catanduva,99.041,99.885,59.864,57.945,14.157,31892,
SP,3511201,Catiguá,98.595,99.128,25.345,47.724,3.4,1858,
SP,3511300,Cedral,95.337,99.881,27.881,55.635,6.305,2001,
SP,3511409,Cerqueira César,98.775,99.268,21.87,46.683,6.914,4495,
SP,3511508,Cerquilho,98.574,99.856,44.738,62.501,16.718,8313,
SP,3511607,Cesário Lange,97.034,99.633,26.47,46.249,5.266,4047,
SP,3511706,Charqueada,99.127,99.863,22.815,53.343,7.39,3454,
SP,3511904,Clementina,98.869,99.873,32.07,41.271,4.717,1520,
SP,3512001,Colina,99.467,99.481,20.704,41.247,7.468,4772,
SP,3512100,Colômbia,97.8,99.903,26.035,39.215,3.88,1610,
SP,3512209,Conchal,95.133,99.485,20.237,38.275,6.785,5975,
SP,3512308,Conchas,94.149,98.901,38.224,50.607,9.137,4410,
SP,3512407,Cordeirópolis,99.63,99.937,52.328,59.799,15.688,4906,
SP,3512506,Coroados,98.241,99.681,29.021,46.908,4.498,1265,
SP,3512605,Coronel Macedo,92.93,98.551,14.335,28.094,4.39,1572,
SP,3512704,Corumbataí,98.956,99.775,26.148,58.211,4.954,1061,
SP,3512803,Cosmópolis,98.036,99.894,51.753,49.699,11.888,12408,
SP,3512902,Cosmorama,96.5,99.928,33.345,56.751,4.147,2337,
SP,3513009,Cotia,95.451,99.73,49.19,47.252,17.093,39450,
SP,3513108,Cravinhos,99.775,99.692,35.543,53.132,10.795,7602,
SP,3513207,Cristais Paulista,93.936,99.508,30.393,49.953,4.832,1800,
SP,3513306,Cruzália,98.978,98.59,32.443,50.089,4.29,784,
SP,3513405,Cruzeiro,98.588,99.697,55.379,41.806,12.061,19615,
SP,3513504,Cubatão,95.989,99.798,54.519,27.201,10.793,30361,
SP,3513603,Cunha,84.475,87.587,11.006,33.739,3.259,6406,
SP,3513702,Descalvado,99.719,99.496,38.031,58.264,11.365,7971,
SP,3513801,Diadema,97.834,99.922,60.436,39.419,12.403,98888,
SP,3513850,Dirce Reis,98.148,99.708,22.572,41.305,2.03,486,
SP,3513900,Divinolândia,98.019,99.827,17.716,61.629,5.604,3608,
SP,3514007,Dobrada,95.994,99.935,29.417,40.548,6.841,1911,
SP,3514106,Dois Córregos,99.243,99.73,49.355,54.793,11.636,6532,
SP,3514205,Dolcinópolis,98.097,99.636,25.021,43.325,3.719,684,
SP,3514304,Dourado,99.57,99.811,29.473,48.02,8.218,2578,
SP,3514403,Dracena,98.552,99.724,63.849,53.699,8.169,12422,
SP,3514502,Duartina,97.526,99.872,29.7,42.555,9.561,3719,
SP,3514601,Dumont,99.761,99.927,54.278,53.995,8.363,1682,
SP,3514700,Echaporã,98.476,98.908,26.652,40.286,4.774,1908,
SP,3514809,Eldorado,84.183,93.433,17.304,20.204,3.786,3543,
SP,3514908,Elias Fausto,95.76,99.331,19.664,42.405,5.878,3602,
SP,3514924,Elisiário,98.623,99.856,25.719,47.157,3.995,727,
SP,3514957,Embaúba,98.326,99.843,21.664,46.777,4.326,717,
SP,3515004,Embu,94.369,99.879,29.321,37.247,8.579,53904,
SP,3515103,Embu-Guaçu,93.429,99.588,48.137,42.316,9.131,14872,
SP,3515129,Emilianópolis,99.103,98.636,21.699,38.559,3.274,894,
SP,3515152,Engenheiro Coelho,97.41,99.158,30.444,47.712,9.935,2919,
SP,3515186,Espírito Santo do Pinhal,99.002,99.786,45.788,56.713,14.681,11587,
SP,3515194,Espírito Santo do Turvo,98.018,99.539,27.323,38.689,3.958,1015,
SP,3515202,Estrela d'Oeste,98.988,99.922,36.873,50.439,5.278,2406,
SP,3515301,Estrela do Norte,96.547,98.353,18.663,36.141,2.346,729,
SP,3515350,Euclides da Cunha Paulista,86.779,95.493,12.678,27.598,2.195,2762,
SP,3515400,Fartura,97.459,99.272,45.057,44.735,9.201,4325,
SP,3515509,Fernandópolis,98.872,99.928,62.819,52.864,10.354,18771,
SP,3515608,Fernando Prestes,99.63,99.359,32.158,54.109,5.076,1646,
SP,3515657,Fernão,93.659,99.263,18.011,46.458,3.005,418,
SP,3515707,Ferraz de Vasconcelos,98.163,99.785,35.011,32.672,6.961,36953,
SP,3515806,Flora Rica,97.984,99.468,24.299,38.505,3.528,645,
SP,3515905,Floreal,97.498,99.741,35.377,49.221,5.023,1042,
SP,3516002,Flórida Paulista,95.986,99.725,24.024,42.028,4.827,3254,
SP,3516101,Florínia,97.917,99.656,26.537,39.374,3.088,928,
SP,3516200,Franca,99.189,99.852,68.293,59.235,10.709,81361,
SP,3516309,Francisco Morato,95.509,99.464,20.463,22.655,4.456,34235,
SP,3516408,Franco da Rocha,97.474,99.511,49.182,37.237,8.302,32600,
SP,3516507,Gabriel Monteiro,98.357,99.925,34.653,48.791,7.227,799,
SP,3516606,Gália,94.442,99.602,20.812,41.876,5.418,2305,
SP,3516705,Garça,95.907,99.976,46.639,49.323,10.067,12692,
SP,3516804,Gastão Vidigal,95.721,98.999,34.401,44.741,3.464,1081,
SP,3516853,Gavião Peixoto,98.586,99.501,26.187,41.814,4.396,1068,
SP,3516903,General Salgado,96.964,99.728,33.464,46.771,5.805,3360,
SP,3517000,Getulina,96.222,99.478,29.059,39.133,6.929,3511,
SP,3517109,Glicério,97.143,99.924,28.3,45.693,3.69,1276,
SP,3517208,Guaiçara,98.251,99.64,23.712,40.791,5.673,2635,
SP,3517307,Guaimbê,96.698,99.326,25.437,36.754,5.605,1400,
SP,3517406,Guaíra,98.669,99.648,58.367,46.225,8.478,10128,
SP,3517505,Guapiaçu,97.24,99.778,24.496,52.21,7.257,4088,
SP,3517604,Guapiara,66.239,92.189,8.706,21.447,2.617,4972,
SP,3517703,Guará,92.986,99.786,42.699,31.321,5.834,5388,
SP,3517802,Guaraçaí,96.664,99.891,30.322,42.132,6.315,2614,
SP,3517901,Guaraci,98.37,99.796,26.031,38.002,4.894,2564,
SP,3518008,Guarani d'Oeste,99.379,99.672,32.557,37.913,4.418,665,
SP,3518107,Guarantã,95.044,97.851,25.215,37.899,4.955,1776,
SP,3518206,Guararapes,97.811,99.821,60.009,41.287,12.221,8399,
SP,3518305,Guararema,95.627,98.467,43.374,50.58,13.729,6023,
SP,3518404,Guaratinguetá,98.54,99.525,49.69,47.704,16.38,28861,
SP,3518503,Guareí,91.464,97.43,14.437,41.874,2.926,2911,
SP,3518602,Guariba,96.937,99.854,20.93,41.704,5.303,8435,
SP,3518701,Guarujá,95.83,99.894,43.752,26.472,9.608,72799,
SP,3518800,Guarulhos,96.517,99.877,48.975,42.509,14.885,294845,
SP,3518859,Guatapará,95.906,97.474,32.049,43.673,5.582,1675,
SP,3518909,Guzolândia,96.702,99.778,23.319,36.807,1.817,1246,
SP,3519006,Herculândia,94.931,99.708,27.717,35.954,4.621,2339,
SP,3519055,Holambra,94.861,99.962,44.688,65.508,17.972,1886,
SP,3519071,Hortolândia,98.985,99.965,34.577,46.48,9.772,40663,
SP,3519105,Iacanga,99.366,99.823,36.968,43.386,8.438,2399,
SP,3519204,Iacri,98.156,99.767,23.346,44.079,4.891,1914,
SP,3519253,Iaras,93.51,97.188,22.028,42.822,3.614,908,
SP,3519303,Ibaté,99.559,99.501,23.989,42.646,8.673,7051,
SP,3519402,Ibirá,98.713,99.713,28.118,44.919,7.494,2913,
SP,3519501,Ibirarema,91.249,99.209,29.319,37.738,3.884,1661,
SP,3519600,Ibitinga,98.82,99.689,28.929,51.581,9.835,13776,
SP,3519709,Ibiúna,83.783,96.22,17.638,46.622,6.369,17271,
SP,3519808,Icém,98.264,99.917,36.473,42.152,7.047,1982,
SP,3519907,Iepê,94.436,99.438,24.537,35.524,5.891,2121,
SP,3520004,Igaraçu do Tietê,97.744,99.818,29.228,47.454,4.993,6166,
SP,3520103,Igarapava,98.65,99.41,50.151,46.185,8.343,7715,
SP,3520202,Igaratá,94.216,98.941,15.764,43.173,5.618,2309,
SP,3520301,Iguape,90.4,97.043,26.189,23.763,5.35,7449,
SP,3520400,Ilhabela,95.624,96.198,33.339,30.676,8.089,5919,
SP,3520426,Ilha Comprida,95.147,97.707,38.287,34.539,12.106,1986,
SP,3520442,Ilha Solteira,99.289,99.699,51.6,63.165,19.167,6534,
SP,3520509,Indaiatuba,97.438,100,49.184,57.513,17.173,40746,
SP,3520608,Indiana,94.634,98.416,32.316,39.905,5.432,1438,
SP,3520707,Indiaporã,98.621,99.927,41.14,42.254,5.11,1334,
SP,3520806,Inúbia Paulista,95.89,99.04,32.629,41.582,6.134,983,
SP,3520905,Ipaussu,92.809,99.843,24.213,41.107,7.808,3603,
SP,3521002,Iperó,92.683,96.009,23.875,42.288,7.158,5571,
SP,3521101,Ipeúna,98.482,99.313,40.155,54.497,9.808,1241,
SP,3521150,Ipiguá,86.142,99.8,21.365,53.862,4.057,1023,
SP,3521200,Iporanga,76.138,87.843,11.41,22.749,3.445,1126,
SP,3521309,Ipuã,99.398,99.979,47.784,41.291,6.255,3344,
SP,3521408,Iracemápolis,99.553,99.989,50.007,60.594,13.09,4315,
SP,3521507,Irapuã,98.719,99.936,24.677,42.987,3.123,1889,
SP,3521606,Irapuru,93.211,99.699,23.248,40.378,6.125,2259,
SP,3521705,Itaberá,87.677,96.244,16.183,30.282,3.58,5253,
SP,3521804,Itaí,92.57,97.934,33.593,37.895,3.169,5839,
SP,3521903,Itajobi,96.687,99.831,23.307,59.781,6.142,4224,
SP,3522000,Itaju,97.644,99.876,32.225,56.656,4.491,765,
SP,3522109,Itanhaém,91.05,98.176,34.474,29.509,9.331,20774,
SP,3522158,Itaóca,72.03,82.446,5.983,14.636,1.231,833,
SP,3522208,Itapecerica da Serra,97.359,99.587,38.581,36.682,8.937,34195,
SP,3522307,Itapetininga,96.167,98.825,34.36,45.785,10.428,35487,
SP,3522406,Itapeva,89.426,98.527,31.861,39.003,8.613,22278,
SP,3522505,Itapevi,96.709,99.854,31.236,28.884,6.899,42009,
SP,3522604,Itapira,99.406,99.943,53.956,53.491,11.445,18585,
SP,3522653,Itapirapuã Paulista,67.67,83.47,5.215,18.021,2.437,918,
SP,3522703,Itápolis,99.239,99.741,27.201,55.576,9.286,11148,
SP,3522802,Itaporanga,90.71,97.202,20.364,28.288,3.232,4126,
SP,3522901,Itapuí,98.679,99.872,31.33,41.338,6.86,2978,
SP,3523008,Itapura,98.11,99.292,20.305,29.317,4.756,1099,
SP,3523107,Itaquaquecetuba,94.992,99.382,42.061,30.12,5.116,69503,
SP,3523206,Itararé,90.93,98.445,25.959,29.479,6.698,12931,
SP,3523305,Itariri,86.187,92.364,23.22,24.732,4.393,3590,
SP,3523404,Itatiba,98.045,99.928,64.447,60.474,17.79,22500,
SP,3523503,Itatinga,98.039,99.469,12.882,37.106,5.483,4087,
SP,3523602,Itirapina,98.054,99.619,39.054,48.615,11.209,4698,
SP,3523701,Itirapuã,91.374,99.793,29.458,41.86,2.616,1484,
SP,3523800,Itobi,98.817,99.849,23.355,41.48,4.499,1986,
SP,3523909,Itu,98.312,99.638,50.397,51.719,16.533,37103,
SP,3524006,Itupeva,99.185,99.997,27.417,55.923,13.244,6920,
SP,3524105,Ituverava,99.49,99.775,60.366,45.083,9.018,10663,
SP,3524204,Jaborandi,99.004,99.934,38.064,38.252,4.792,1841,
SP,3524303,Jaboticabal,99.316,99.75,60.38,56.581,15.466,19466,
SP,3524402,Jacareí,98.449,99.479,58.671,48.572,16.984,52145,
SP,3524501,Jaci,99.225,99.932,29.786,50.853,5.071,1295,
SP,3524600,Jacupiranga,90.647,95.076,18.372,30.68,8.5,4506,
SP,3524709,Jaguariúna,95.533,99.998,28.361,57.775,16.493,7995,
SP,3524808,Jales,99.296,99.901,57.435,57.539,10.338,14043,
SP,3524907,Jambeiro,96.622,97.609,26.423,44.817,9.189,1147,
SP,3525003,Jandira,99.063,99.812,42.645,37.943,11.032,24538,
SP,3525102,Jardinópolis,96.333,99.851,67.352,52.214,9.389,8358,
SP,3525201,Jarinu,96.852,98.09,32.164,51.063,11.512,4510,
SP,3525300,Jaú,99.26,99.866,69.899,58.843,15.541,32505,
SP,3525409,Jeriquara,99.775,98.849,26.938,40.262,1.9,899,
SP,3525508,Joanópolis,95.377,98.59,29.528,51.421,5.866,3175,
SP,3525607,João Ramalho,93.353,98.994,18.295,39.879,4.847,1039,
SP,3525706,José Bonifácio,98.546,99.814,40.39,53.626,7.994,8424,
SP,3525805,Júlio Mesquita,95.467,99.622,15.809,27.742,3.605,1126,
SP,3525854,Jumirim,98.637,99.749,39.773,58.836,7.053,590,
SP,3525904,Jundiaí,98.433,99.947,71.687,65.141,26.902,93792,
SP,3526001,Junqueirópolis,96.859,99.93,44.646,41.717,6.503,5843,
SP,3526100,Juquiá,84.376,95.492,17.102,27.228,3.792,5454,
SP,3526209,Juquitiba,91.6,96.588,34.819,39.188,5.223,6928,
SP,3526308,Lagoinha,94.617,96.234,15.167,38.525,5.751,1500,
SP,3526407,Laranjal Paulista,99.194,99.986,41.343,49.112,9.307,6276,
SP,3526506,Lavínia,96.73,98.965,33.038,35.033,4.327,1543,
SP,3526605,Lavrinhas,97.87,98.862,16.441,29.174,4.458,1547,
SP,3526704,Leme,99.268,99.692,61.443,51.225,11.399,22074,
SP,3526803,Lençóis Paulista,99.754,99.936,54.64,58.194,12.956,14816,
SP,3526902,Limeira,98.885,99.861,52.491,57.442,14.625,69894,
SP,3527009,Lindóia,98.852,99.673,44.763,56.554,11.965,1581,
SP,3527108,Lins,98.169,99.968,63.583,53.693,16.691,20113,
SP,3527207,Lorena,98.064,99.363,44.892,40.404,14.521,21297,
SP,3527256,Lourdes,99.182,99.848,21.827,35.813,3.378,634,
SP,3527306,Louveira,99.477,99.997,44.218,57.896,11.085,6375,
SP,3527405,Lucélia,98.013,99.726,43.707,43.515,8.642,5902,
SP,3527504,Lucianópolis,98.592,99.212,22.287,39.652,3.547,639,
SP,3527603,Luís Antônio,99.837,99.692,35.187,47.704,10.349,1843,
SP,3527702,Luiziânia,96.827,99.434,22.907,34.987,2.936,1255,
SP,3527801,Lupércio,97.004,99.619,19.695,37.94,3.467,1139,
SP,3527900,Lutécia,98.487,99.267,25.163,42.334,4.358,878,
SP,3528007,Macatuba,99.003,99.804,24.447,49.183,11.326,4042,
SP,3528106,Macaubal,99.15,99.784,35.341,49.3,4.99,2379,
SP,3528205,Macedônia,97.803,99.928,24.314,43.98,2.37,1140,
SP,3528304,Magda,97.897,99.88,37.299,49.223,5.772,1048,
SP,3528403,Mairinque,94.989,99.598,42.901,46.459,12.459,10760,
SP,3528502,Mairiporã,93.077,98.36,46.104,48.477,14.119,16422,
SP,3528601,Manduri,98.445,98.568,25.919,47.073,5.856,2418,
SP,3528700,Marabá Paulista,94.662,97.367,15.399,37.057,2.808,1087,
SP,3528809,Maracaí,97.758,99.216,28.026,45.33,6.566,3808,
SP,3528858,Marapoama,99.694,99.897,20.523,51.702,2.781,654,
SP,3528908,Mariápolis,95.584,99.689,22.977,38.119,2.587,1155,
SP,3529005,Marília,98.889,99.838,55.94,56.398,15.76,57503,
SP,3529104,Marinópolis,98.125,99.702,29.057,44.306,2.652,640,
SP,3529203,Martinópolis,94.712,97.04,34.235,40.152,5.681,7189,
SP,3529302,Matão,98.931,99.837,43.912,57.79,12.256,19492,
SP,3529401,Mauá,98.918,99.877,64.467,42.022,11.39,99410,
SP,3529500,Mendonça,98.776,99.882,31.873,50.436,4.674,1144,
SP,3529609,Meridiano,96.919,99.92,31.768,47.75,3.789,1232,
SP,3529658,Mesópolis,97.178,99.351,21.251,43.879,2.184,568,
SP,3529708,Miguelópolis,94.547,99.384,41.595,40.965,6.143,5561,
SP,3529807,Mineiros do Tietê,99.84,99.984,39.019,43.018,5.486,3172,
SP,3529906,Miracatu,89.701,94.99,18.651,28.719,2.653,5923,
SP,3530003,Mira Estrela,98.182,99.816,32.054,43.727,3.026,833,
SP,3530102,Mirandópolis,96.586,99.56,38.78,40.791,7.104,9224,
SP,3530201,Mirante do Paranapanema,84.711,91.879,23.708,31.633,3.462,4755,
SP,3530300,Mirassol,98.817,99.893,48.435,54.577,11.125,14506,
SP,3530409,Mirassolândia,98.536,99.824,21.695,45.279,3.171,1104,
SP,3530508,Mococa,98.281,99.878,30.754,49.121,10.354,18295,
SP,3530607,Moji das Cruzes,96,99.709,68.504,47.378,17.255,90112,
SP,3530706,Mogi Guaçu,98.764,99.888,56.989,56.598,13.841,34049,
SP,3530805,Moji-Mirim,99.457,99.898,65.722,59.723,17.487,23563,
SP,3530904,Mombuca,94.937,99.613,17.265,43.162,3.753,791,
SP,3531001,Monções,99.237,99.887,25.35,42.776,4.717,656,
SP,3531100,Mongaguá,91.944,96.635,28.794,32.05,8.693,10881,
SP,3531209,Monte Alegre do Sul,99.229,99.695,38.973,62.52,10.488,1852,
SP,3531308,Monte Alto,99.488,99.892,66.069,57.078,11.477,12810,
SP,3531407,Monte Aprazível,99.206,99.753,32.532,52.679,10.714,5854,
SP,3531506,Monte Azul Paulista,99.406,99.986,24.674,46.358,10.714,5454,
SP,3531605,Monte Castelo,96.834,99.302,24.546,35.189,2.954,1234,
SP,3531704,Monteiro Lobato,96.647,97.903,28.94,47.023,8.391,1030,
SP,3531803,Monte Mor,98.146,99.847,33.203,45.029,8.585,9971,
SP,3531902,Morro Agudo,97.598,99.821,37.187,39.541,6.312,6995,
SP,3532009,Morungaba,98.422,99.634,47.358,54.105,10.116,2637,
SP,3532058,Motuca,93.555,98.313,29.378,47.844,3.351,1042,
SP,3532108,Murutinga do Sul,90.789,97.522,30.474,40.959,5.456,1228,
SP,3532157,Nantes,98.539,99.629,18.853,35.098,2.144,620,
SP,3532207,Narandiba,89.469,97.764,13.582,31.856,3.023,1018,
SP,3532306,Natividade da Serra,92.356,89.715,12.058,31.502,4.033,2073,
SP,3532405,Nazaré Paulista,96.058,97.922,18.813,46.721,3.741,4063,
SP,3532504,Neves Paulista,99.296,99.936,24.935,49.038,7.988,2724,
SP,3532603,Nhandeara,99.221,99.974,51.648,52.491,8.822,3321,
SP,3532702,Nipoã,98.041,99.746,19.493,42.598,3.738,1021,
SP,3532801,Nova Aliança,99.301,99.853,28.318,50.161,4.84,1432,
SP,3532827,Nova Campina,77.501,96.707,6.534,25.093,2.595,1778,
SP,3532843,Nova Canaã Paulista,96.817,99.636,16.149,51.268,1.355,756,
SP,3532868,Nova Castilho,98.311,99.486,25.546,48.566,2.324,298,
SP,3532900,Nova Europa,98.462,99.946,24.191,48.477,6.697,2016,
SP,3533007,Nova Granada,98.776,99.689,26.807,45.947,4.446,5054,
SP,3533106,Nova Guataporanga,96.613,99.495,24.391,34.597,3.979,623,
SP,3533205,Nova Independência,94.984,99.224,21.493,33.706,2.859,620,
SP,3533254,Novais,98.337,99.804,18.02,37.161,2.923,902,
SP,3533304,Nova Luzitânia,98.108,99.611,30.872,38.078,2.642,801,
SP,3533403,Nova Odessa,99.295,99.942,41.859,56.96,13.99,11867,
SP,3533502,Novo Horizonte,99.351,99.795,38.563,49.623,8.689,9940,
SP,3533601,Nuporanga,99.664,99.936,50.453,48.636,6.88,1814,
SP,3533700,Ocauçu,93.242,99.688,23.185,43.12,3.299,1171,
SP,3533809,Óleo,98.538,98.869,27.771,48.74,4.325,891,
SP,3533908,Olímpia,96.9,99.976,57.452,50.524,10.423,13327,
SP,3534005,Onda Verde,99.084,99.915,24.289,45.427,4.687,983,
SP,3534104,Oriente,97.74,99.905,32.457,43.576,6.262,1652,
SP,3534203,Orindiúva,98.179,99.929,32.396,45.619,7.331,1212,
SP,3534302,Orlândia,99.288,99.843,71.905,53.056,12.581,10071,
SP,3534401,Osasco,98.58,99.923,61.603,48.468,20.221,182127,
SP,3534500,Oscar Bressane,95.497,99.162,29.514,45.761,6.699,756,
SP,3534609,Osvaldo Cruz,95.547,99.626,60.635,50.598,10.861,8874,
